UserID,q34_[my first name],q34_[nickname based on my first name],q34_Baba,q34_Dad,q34_Father,q34_Mama,q34_Mom,q34_Mother,q34_Mum,q34_Papa,q34_Parent,q34_Ren,q34_Questioning or unknown
244781498,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No
244781473,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No
244781427,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No
244781489,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No
244781500,No,No,No,No,No,No,Yes,No,No,No,No,No,No
244781398,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No
244781511,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No
244781558,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No
244781562,No,No,No,No,No,No,No,No,No,No,No,No,Yes
244781445,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No
244781581,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No
244781476,No,No,No,Yes,No,Yes,Yes,No,Yes,No,No,No,No
244781554,No,Yes,No,No,No,No,Yes,No,No,No,Yes,Yes,No
244781566,No,No,No,No,No,No,No,No,No,No,No,No,No
244781543,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No
244781462,No,No,No,No,No,No,No,No,No,No,No,No,Yes
244781578,No,No,No,No,No,Yes,No,No,No,No,No,No,No
244781552,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No
244781587,No,No,No,No,No,No,No,No,No,No,No,No,No
244781612,No,No,No,No,No,No,No,No,No,No,No,No,No
244781583,No,No,No,No,No,No,No,No,No,No,No,No,Yes
244781653,No,No,No,No,No,No,No,No,No,No,No,No,Yes
244781588,No,No,No,No,No,No,No,No,No,No,No,No,Yes
244781630,No,No,No,No,No,No,Yes,No,No,No,No,No,No
244781642,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No
244781616,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No
244554526,No,No,No,No,No,No,No,No,No,No,No,No,Yes
244781671,No,No,No,No,No,No,No,No,No,No,No,No,Yes
244781680,No,No,No,No,No,No,No,No,No,No,No,No,Yes
244781681,No,No,No,No,No,No,No,No,No,No,No,No,Yes
244781685,No,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No
244781686,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes
244781682,Yes,Yes,No,Yes,No,No,No,No,No,No,Yes,Yes,No
244781696,No,No,No,No,No,Yes,No,No,No,No,No,No,No
244781688,No,No,No,No,No,No,No,No,No,No,No,No,No
244781570,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes
244781636,No,No,No,No,No,No,No,No,No,No,No,No,Yes
244781695,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,Yes
244781697,No,No,No,No,No,No,No,No,No,No,No,No,No
244781716,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,No
244781766,Yes,No,No,No,No,No,No,No,No,No,No,No,No
244781755,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,No
244781750,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No
244781753,No,No,No,No,No,No,No,No,No,No,No,No,No
244781784,No,No,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No
244781792,No,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes
244781759,No,Yes,No,No,No,No,No,No,No,No,No,No,No
244781708,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,No
244781833,No,No,No,No,No,No,No,No,No,No,No,No,No
244781837,No,No,No,No,No,No,No,No,No,No,No,No,Yes
244781816,No,No,No,No,No,No,No,No,No,No,No,No,No
244781813,No,No,No,No,No,No,No,No,No,Yes,No,No,No
244781803,No,No,No,No,No,No,No,No,No,No,No,No,No
244781821,No,No,No,No,No,No,No,No,No,No,No,No,No
244781790,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes
244781844,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No
244781791,No,No,No,No,No,No,No,No,No,No,No,No,No
244781774,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No
244781862,No,No,No,No,No,No,No,No,No,No,No,No,Yes
244781876,No,No,No,No,No,No,No,No,No,No,No,No,No
244781870,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No
244781805,No,No,No,No,No,No,No,No,No,No,No,No,No
244781832,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No
244781910,No,No,No,No,No,No,Yes,No,No,No,No,No,No
244781946,No,No,No,Yes,No,No,No,No,No,No,No,No,No
244781957,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No
244781977,No,No,No,No,No,No,No,No,No,No,No,No,Yes
244781961,No,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No
244781980,No,No,No,No,No,No,No,No,No,No,Yes,No,No
244781974,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No
244781970,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No
244782007,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No
244781787,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No
244782009,No,No,No,No,No,No,No,No,No,No,No,No,Yes
244782012,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No
244781964,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
244689102,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No
244782020,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,Yes
244782094,No,No,No,No,No,No,No,No,No,No,No,No,No
244782112,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No
244782163,No,No,No,Yes,No,No,No,No,No,No,No,No,No
244782061,Yes,No,No,Yes,No,No,No,No,No,No,Yes,No,No
244782104,Yes,No,No,Yes,No,No,No,No,No,No,Yes,No,Yes
244782165,No,No,No,Yes,No,No,No,No,No,Yes,No,No,Yes
244782192,No,No,No,No,No,No,No,No,No,No,No,No,No
244782127,No,No,No,No,No,No,No,No,No,No,No,No,Yes
244782130,Yes,No,No,No,No,No,No,No,No,No,No,No,No
244782170,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes,No,No,Yes
244782175,No,No,No,No,No,No,No,No,No,No,No,No,No
244782214,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes
244781913,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No
244782219,No,No,No,No,No,No,No,No,No,No,No,No,No
244782266,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No
244782256,No,No,No,No,No,No,No,No,No,No,No,No,No
244782251,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No
244781097,No,No,No,No,No,No,No,No,No,No,No,No,No
244782309,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No
244782307,No,No,No,No,No,No,No,No,No,No,No,No,No
244782172,Yes,Yes,No,Yes,No,No,Yes,No,No,No,Yes,No,Yes
244782310,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No
244782321,Yes,No,No,No,No,No,No,No,No,No,No,No,No
244782313,No,Yes,No,No,No,No,Yes,No,No,No,No,No,Yes
244782387,No,No,No,No,No,No,No,No,No,Yes,No,No,No
244782228,No,Yes,No,No,No,No,No,No,No,No,No,No,No
244782420,No,No,No,No,No,No,No,No,No,No,No,No,Yes
244781943,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No
244782340,No,No,No,No,No,No,No,No,No,No,No,No,No
244782368,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes
244782496,No,No,No,No,No,No,No,No,No,No,No,No,Yes
244782505,No,No,No,No,No,No,No,No,No,No,No,No,No
244782404,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No
244782515,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,Yes
244782441,No,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No
244782534,No,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,No
244782546,No,No,No,No,No,No,No,No,No,No,No,No,Yes
244782584,No,Yes,No,Yes,Yes,No,No,No,No,Yes,No,No,Yes
244782569,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes
244782655,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,No,No,No
244782615,No,No,No,Yes,No,No,No,No,No,No,No,No,No
244782622,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No
244782540,No,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No
244782675,Yes,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No
244782621,No,No,No,No,No,No,No,No,No,No,No,No,No
244782407,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No
244782757,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No
244782683,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,Yes
244782731,Yes,No,No,Yes,No,No,No,No,No,No,Yes,No,No
244782520,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No
244782798,Yes,No,No,No,No,No,No,No,No,No,No,No,No
244782658,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,No
244782763,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No
244782846,No,No,No,No,No,No,No,No,No,No,Yes,No,No
244782482,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes
244782734,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,No
244782842,No,No,No,No,No,Yes,No,No,No,No,No,No,No
244782915,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No
244782877,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No
244782878,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No
244782848,No,No,No,No,No,No,No,No,No,No,No,No,Yes
244782994,No,No,No,No,No,No,No,No,No,No,No,No,No
244782516,Yes,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No
244782832,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes
244782881,Yes,Yes,No,No,No,Yes,No,Yes,Yes,No,No,No,No
244782930,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No
244783018,No,No,No,No,No,No,No,No,No,No,Yes,No,No
244783029,No,No,No,No,No,No,No,No,No,No,No,Yes,No
244782996,No,No,No,No,No,No,No,No,No,No,No,No,No
244782962,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No
244783015,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No
244783095,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No
244782752,No,No,No,No,No,No,No,No,No,No,No,No,No
244783197,No,No,No,No,No,No,No,No,No,No,No,No,No
244783202,Yes,No,No,No,No,No,No,No,No,No,No,No,No
244783166,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes
244783128,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No
244783138,No,Yes,No,Yes,No,No,No,Yes,Yes,No,Yes,No,Yes
244783305,No,No,No,No,No,No,No,No,No,No,No,No,Yes
244783298,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
244783245,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No
244783340,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No
244783227,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes
244783347,Yes,No,No,No,No,No,No,No,No,No,No,No,No
244783309,No,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,No
244783317,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No
244783331,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes,No,No,No
244783307,Yes,No,No,No,No,No,No,No,No,No,No,No,No
244783355,No,No,No,No,No,No,Yes,No,No,No,No,No,No
244783419,No,No,No,No,No,No,No,No,No,No,No,No,Yes
244783443,No,No,No,No,No,No,No,No,No,No,Yes,No,No
244783415,No,No,No,No,No,No,No,No,No,No,No,No,No
244783507,No,No,No,No,No,No,No,No,No,No,No,No,Yes
244783511,No,No,No,No,No,No,No,No,No,No,No,No,No
244783552,No,No,No,No,No,No,No,No,No,No,No,No,No
244783470,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes
244783630,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No
244783297,Yes,Yes,No,Yes,No,No,Yes,No,No,No,Yes,No,No
244783594,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No
244783596,No,Yes,No,No,No,No,No,No,No,No,No,No,No
244783642,No,No,No,No,No,No,No,No,No,No,No,No,No
244783683,Yes,No,No,No,No,Yes,No,No,No,No,Yes,No,No
244783410,No,No,No,No,No,No,No,No,No,No,No,No,Yes
244783681,No,Yes,No,No,No,Yes,No,No,No,No,No,Yes,No
244783745,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No
244783754,No,No,No,No,No,No,No,No,No,No,No,No,No
244782808,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,No
244783733,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No
244783612,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No
244783825,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes
244768291,No,No,No,Yes,No,No,No,No,No,No,No,No,No
244783864,No,No,No,Yes,No,No,No,No,No,No,No,No,No
244782529,No,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,No
244783912,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,Yes
244783865,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No
244783059,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No
244783913,No,Yes,No,No,No,No,No,No,No,No,No,No,No
244783695,No,Yes,No,No,No,Yes,No,No,No,No,No,Yes,Yes
244784282,No,No,No,No,No,No,No,No,No,No,No,No,No
244784327,No,No,No,No,No,Yes,No,No,Yes,No,Yes,No,No
244784422,No,Yes,No,No,No,No,No,No,No,No,No,No,No
244784378,No,No,No,No,No,Yes,No,No,No,No,No,No,No
244784536,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No
244784584,No,No,No,No,No,No,No,No,No,No,No,Yes,No
244784685,No,No,No,Yes,No,No,No,No,No,No,No,No,No
244784495,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No
244784518,Yes,Yes,Yes,No,No,No,No,No,Yes,No,Yes,No,No
244783721,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,No
244784732,No,Yes,No,No,No,No,No,No,No,No,No,No,No
244784891,No,No,No,No,No,Yes,No,No,No,No,No,No,No
244784823,No,No,No,No,No,No,No,No,No,No,No,No,Yes
244784141,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No
244783541,Yes,No,No,No,No,No,No,No,No,No,No,No,No
244784811,No,No,No,No,No,No,No,No,No,No,Yes,No,No
244785127,No,No,No,No,No,No,Yes,No,No,No,No,No,No
244785005,No,Yes,No,No,No,No,No,No,No,No,No,No,No
244785166,No,No,No,No,No,No,No,No,No,No,Yes,No,No
244784552,No,Yes,No,No,No,No,No,No,No,No,No,No,No
244785152,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No
244785063,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No
244785293,No,No,No,No,No,No,No,No,No,No,No,No,No
244785286,No,No,Yes,No,No,No,No,No,No,No,No,No,No
244785001,No,No,Yes,No,No,No,No,No,No,No,No,No,No
244785191,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes
244784392,No,No,No,No,No,No,No,No,No,No,No,No,Yes
244785140,No,No,No,No,No,No,No,No,No,No,No,No,No
244782865,No,Yes,No,No,No,No,No,No,No,No,Yes,No,Yes
244785504,No,Yes,No,Yes,Yes,No,No,No,No,Yes,No,No,No
244785494,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No
244785142,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes
244785649,No,No,No,Yes,No,No,No,No,No,No,No,No,No
244785543,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No
244785664,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No
244785792,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes
244785737,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No
244785798,No,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No
244785579,Yes,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No
244785592,Yes,Yes,No,Yes,No,No,Yes,No,No,Yes,No,No,No
244785810,No,Yes,No,No,No,No,No,No,No,No,No,No,No
244786187,No,No,No,Yes,No,No,No,No,No,No,No,No,No
244786376,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No
244785887,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes
244786814,No,Yes,No,No,No,No,No,Yes,Yes,No,Yes,No,No
244786765,No,No,No,No,No,No,No,No,No,No,No,No,Yes
244786696,No,No,No,No,No,No,No,No,No,No,No,No,Yes
244786822,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes
244787090,No,No,No,No,No,No,No,No,No,No,No,No,No
244787235,Yes,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No
244786477,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes
244787372,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes
244786285,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No
244788287,No,No,No,No,No,No,No,No,No,No,No,No,No
244787827,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No
244788023,No,No,No,No,No,No,No,No,No,No,No,Yes,No
244788577,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No
244788951,No,No,No,No,No,No,No,No,No,No,No,No,Yes
244788907,Yes,No,No,No,No,No,No,No,No,No,No,No,No
244788462,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No
244786394,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes
244785136,No,No,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,Yes
244789349,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No
244789345,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No
244789297,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,Yes,No
244790014,No,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No
244788859,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes
244789310,No,No,No,No,No,No,No,No,Yes,No,No,No,No
244789495,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
244789077,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes
244790367,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No
244789523,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No
244790601,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes
244790416,No,No,No,No,No,No,No,No,No,No,No,No,Yes
244790490,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No
244789458,No,No,No,No,No,No,No,No,No,No,No,No,Yes
244790960,No,No,No,Yes,No,No,No,No,No,No,No,No,No
244790802,No,No,No,No,No,No,No,No,No,No,No,No,No
244791106,No,No,No,No,No,No,No,No,No,No,Yes,No,No
244790650,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No
244791081,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No
244789166,No,No,No,No,No,No,No,No,No,No,No,No,No
244788463,No,No,No,No,No,No,No,No,No,No,No,No,Yes
244791485,No,No,No,No,No,No,No,No,No,No,No,No,Yes
244791512,No,No,No,Yes,No,No,No,No,No,No,No,No,No
244791416,No,No,No,Yes,No,No,No,No,No,No,No,No,No
244791976,No,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes
244791995,No,No,No,No,No,No,No,No,No,No,No,Yes,No
244792283,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No
244791973,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No
244792273,Yes,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No
244792015,No,No,No,No,No,No,No,No,No,No,No,No,No
244786031,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No
244792325,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No
244792729,No,No,Yes,No,No,Yes,No,No,No,No,Yes,No,No
244792750,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No
244787264,No,No,No,No,No,No,No,No,No,No,No,No,Yes
244793049,No,No,No,Yes,Yes,No,No,No,No,Yes,No,No,Yes
244793283,Yes,No,No,No,No,No,No,No,No,No,No,No,No
244792918,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No
244793306,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No
244793443,No,No,No,No,No,No,No,No,No,No,Yes,No,No
244793822,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No
244429481,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes
244793831,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No
244793751,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No
244794118,No,No,No,No,No,No,No,No,No,No,No,No,Yes
244794243,No,No,Yes,No,No,No,No,No,No,No,No,No,No
244794169,No,No,No,No,No,No,No,No,No,No,No,No,No
244787518,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No
244794416,No,No,No,No,No,Yes,No,No,No,No,No,No,No
244793980,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No
244793807,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No
244794484,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes
244794954,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes
244794829,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No
244794595,No,No,No,Yes,No,No,No,No,No,No,No,No,No
244795115,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes
244795281,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No
244795058,No,No,No,No,No,No,No,No,No,No,No,No,No
244791345,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No
244795277,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No
244795414,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes
244795363,No,No,No,No,No,No,No,No,No,No,No,No,No
244795377,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No
244795217,No,No,No,No,No,No,No,No,No,No,No,No,No
244795599,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No
244795338,No,No,No,Yes,No,No,No,No,No,No,No,No,No
244795758,No,No,No,No,No,No,No,No,No,No,No,No,No
244795640,No,No,No,No,No,No,No,No,No,No,No,No,No
244795822,No,No,No,No,No,No,No,No,No,No,No,No,Yes
244796009,No,No,No,No,No,No,No,No,No,No,No,No,No
244796118,No,No,No,Yes,No,No,No,No,No,No,No,No,No
244796131,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No
244795768,No,No,No,No,No,No,No,No,No,No,No,No,Yes
244795432,No,Yes,No,No,No,No,No,No,No,No,No,No,No
244795465,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No
244796489,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No
244796338,No,No,No,Yes,No,No,No,No,No,No,No,No,No
244796552,Yes,No,No,No,No,No,No,No,No,No,No,No,No
244796690,No,No,No,Yes,No,No,No,No,No,No,No,No,No
244796509,No,No,Yes,No,No,No,No,No,No,No,No,No,No
244796939,No,No,No,No,No,No,No,No,No,No,No,No,No
244796661,No,No,No,No,No,No,No,No,No,No,No,No,Yes
244796258,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No
244796480,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No
244796892,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No
244796550,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No
244796871,No,No,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No
244797419,No,No,No,No,No,No,No,No,No,No,No,No,No
244796367,No,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No
244797314,No,No,No,No,No,No,No,No,No,No,No,No,No
244797410,Yes,Yes,No,No,No,No,No,Yes,Yes,No,Yes,No,No
244797558,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No
244797291,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No
244780476,Yes,Yes,No,No,No,No,No,Yes,Yes,No,Yes,No,No
244797748,No,No,No,No,No,No,No,No,No,No,No,No,No
244796985,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No
244797925,No,No,No,No,No,No,No,No,No,No,No,No,No
244797534,No,No,No,No,No,No,No,No,No,No,No,No,No
244797950,No,No,Yes,No,No,No,No,No,No,No,No,No,No
244798106,No,No,No,No,No,No,No,No,No,No,No,No,No
244792531,No,No,No,No,No,No,No,No,No,No,No,No,Yes
244798699,No,No,No,No,No,No,No,No,No,No,No,No,Yes
244798265,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Yes,No,Yes
244798624,No,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No
244798553,No,Yes,No,No,No,No,No,No,No,No,No,No,No
244798735,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No
244798933,No,No,No,No,No,No,No,No,No,No,No,No,Yes
244798405,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No
244778826,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,No
244799066,No,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No
244798467,No,No,No,No,No,No,No,No,No,No,No,No,No
244783073,No,No,No,No,No,No,No,No,No,No,No,No,Yes
244799183,No,No,No,No,No,No,No,No,No,No,No,No,No
244798850,Yes,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No
244799323,No,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No
244799141,Yes,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No
244799329,No,No,No,No,No,No,No,No,No,No,No,No,Yes
244799375,No,No,No,No,No,No,No,No,No,No,No,No,Yes
244799488,No,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No
244799300,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,No,Yes
244799712,No,No,No,No,No,No,No,No,No,No,No,No,Yes
244800034,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No
244800132,No,No,No,No,No,No,No,No,No,No,No,No,Yes
244800234,No,No,No,No,No,No,Yes,No,No,No,No,No,No
244799834,No,No,No,No,No,No,No,No,No,No,No,No,No
244800573,No,No,No,No,No,No,No,No,No,No,No,No,Yes
244800204,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No
244799999,No,No,No,No,No,No,No,No,No,No,No,No,No
244799099,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes
244800450,Yes,No,No,Yes,Yes,No,No,No,No,No,Yes,No,No
244799918,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,Yes,No
244800145,Yes,No,Yes,No,No,No,No,Yes,Yes,No,Yes,No,No
244800620,No,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No
244800708,No,No,No,No,No,No,No,No,Yes,No,No,No,No
244800960,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No
244800527,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No
244800693,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No
244800257,No,No,No,No,No,No,No,No,No,No,Yes,No,No
244800754,No,No,No,No,No,Yes,No,No,No,No,No,No,No
244801013,No,No,No,No,No,No,No,No,No,No,No,No,Yes
244800994,No,No,No,No,No,No,No,No,No,No,No,No,No
244800706,Yes,No,No,Yes,Yes,No,No,No,No,No,Yes,No,No
244801499,Yes,No,No,No,No,No,No,No,No,No,No,No,No
244801504,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No
244801805,No,No,No,No,No,No,No,No,No,No,No,No,No
244801472,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No
244800304,No,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No
244801548,No,No,No,No,No,No,No,No,No,No,No,No,No
